Lwl,B,T,Cb,V_kn,L_B,B_T,Fn,R_F_kN,R_R_kN,R_T_kN,P_E_kW
151.882648,21.719249,6.542617,0.616554,15.196602,6.992997,3.319658,0.202533,248.975216,59.937401,304.035671,2376.890231
197.345574,28.688345,9.050928,0.589968,10.996217,6.878946,3.169658,0.128568,221.966706,31.810645,255.736703,1446.686698
106.192689,22.821032,9.502638,0.667032,20.854388,4.653282,2.401547,0.332394,433.369891,674.712008,1109.752760,11905.888058
193.931297,21.920866,10.581308,0.628530,12.754548,8.846881,2.071659,0.150434,286.851773,35.486508,322.713399,2117.484195
206.470289,25.432727,11.786027,0.582822,22.915889,8.118291,2.157871,0.261946,979.021485,709.055427,1724.773536,20333.254701
183.700758,32.254436,11.477141,0.577435,22.954141,5.695364,2.810320,0.278169,975.019691,1099.263493,2078.649709,24545.984637
118.352717,25.498099,7.952734,0.718833,16.640466,4.641629,3.206205,0.251235,327.232812,267.594047,583.615605,4996.092624
172.049595,33.386365,10.764801,0.741865,16.867341,5.153289,3.101438,0.211214,636.585709,220.636721,853.479779,7405.902285
119.622762,16.258363,4.224439,0.688404,23.517874,7.357614,3.848644,0.353179,357.065102,422.277048,764.678447,9251.561049
154.209046,25.025380,10.571465,0.640101,20.948341,6.162106,2.367258,0.277076,644.811956,675.354063,1333.693824,14372.882726
192.360556,33.188187,12.300222,0.679852,15.827540,5.796055,2.698178,0.187439,605.572914,128.466765,740.222685,6027.176473
125.678294,17.080047,4.141398,0.778297,23.463408,7.358194,4.124223,0.343767,432.373354,600.963079,1038.199795,12531.704365
158.472291,26.127590,7.049775,0.711306,14.858905,6.065324,3.706160,0.193871,325.925695,74.819600,392.744963,3002.171735
119.005579,20.509221,8.380257,0.618926,22.385976,5.802540,2.447326,0.337051,456.803124,614.902266,1032.304198,11888.357089
142.592722,17.252438,4.486604,0.826782,18.412835,8.265077,3.845322,0.253265,338.513792,241.004621,582.167940,5514.511472
194.823693,33.193506,8.011833,0.848278,10.451655,5.869332,4.143060,0.122989,299.137648,41.875593,329.019983,1769.071723
178.716744,28.627216,9.921824,0.612421,15.698502,6.242896,2.885278,0.192876,427.219816,94.411062,510.273539,4120.969269
122.111869,25.890769,10.227762,0.744261,19.094987,4.716425,2.531421,0.283821,506.080513,692.224550,1237.768315,12158.971627
166.488419,22.747883,8.141709,0.594579,22.872637,7.318853,2.793994,0.291157,640.221135,723.168907,1378.035799,16214.921212
227.159569,24.194043,6.694891,0.667540,17.957453,9.389070,3.613807,0.195696,557.577839,111.200189,680.177230,6283.547946
201.077976,24.467228,9.366236,0.587950,14.133538,8.218257,2.612280,0.163709,336.900587,48.536594,377.524219,2744.946016
215.917946,24.524049,9.445768,0.765729,20.655721,8.804335,2.596300,0.230887,923.730052,384.457222,1316.829018,13992.904006
198.512850,26.656117,12.815361,0.603719,18.040644,7.447178,2.080013,0.210311,662.546134,177.035400,817.892290,7590.777292
138.347420,15.241441,4.926485,0.822169,13.705647,9.077056,3.093776,0.191389,179.767819,30.086752,214.410553,1511.763311
102.448836,21.290530,5.410546,0.583222,19.608142,4.811944,3.935006,0.318190,249.169626,388.511753,652.235188,6579.286219
105.558148,13.236099,6.088372,0.645183,13.468780,7.975020,2.173997,0.215321,112.144544,28.705113,144.081261,998.329397
166.313075,21.792421,8.814460,0.609263,13.381329,7.631693,2.472349,0.170427,242.638853,36.279377,283.583973,1952.176301
229.831845,25.695004,10.499278,0.690047,13.113932,8.944612,2.447311,0.142080,406.473587,49.544494,470.348535,3173.151707
164.228047,26.659062,12.795790,0.577637,20.084693,6.160309,2.083424,0.257422,666.096816,493.246301,1117.024080,11541.595271
167.942319,29.822526,10.447070,0.846242,16.096407,5.631391,2.854631,0.204010,603.995091,171.587201,792.934340,6566.051528
218.005852,23.957524,10.741445,0.621753,19.934307,9.099682,2.230382,0.221754,765.490048,238.261135,997.677568,10231.268005
162.457116,32.342614,10.826222,0.553721,10.490232,5.023005,2.987433,0.135182,190.169879,31.770838,219.328147,1183.634374
162.943690,32.113353,10.942873,0.562446,16.833705,5.074017,2.934636,0.216603,469.028540,174.218701,655.431328,5676.034276
168.818128,25.088846,7.145410,0.702911,21.571451,6.728812,3.511184,0.272693,671.151853,703.006593,1363.518236,15131.375778
172.330100,33.937048,11.789016,0.680429,12.915393,5.077934,2.878701,0.161596,373.755939,65.269385,440.290939,2925.401613
120.293392,18.247251,9.088692,0.761340,19.025634,6.592412,2.007687,0.284919,397.998773,454.404372,838.358994,8205.541811
192.446341,30.673273,10.538346,0.649237,10.776799,6.274073,2.910635,0.127596,252.178342,36.234254,285.293454,1581.683896
164.652683,24.401410,7.980297,0.596636,22.417280,6.747671,3.057707,0.286947,629.605573,719.679088,1314.531651,15159.751272
227.056602,25.123280,12.131819,0.608342,17.662507,9.037698,2.070858,0.192526,679.304307,123.343302,822.388063,7472.522726
139.484824,30.194728,12.523473,0.771905,21.116254,4.619509,2.411051,0.293668,848.548929,1352.799131,2198.823666,23886.108130
127.587156,24.024300,11.418706,0.617286,23.556000,5.310754,2.103942,0.342532,677.980306,926.303432,1589.304534,19259.578121
141.274697,22.155772,7.079368,0.696940,10.368633,6.376429,3.129626,0.143282,133.486834,18.370737,150.563479,803.117818
149.358753,17.638062,4.919098,0.631365,17.647496,8.467980,3.585629,0.237176,259.852293,116.462685,395.548765,3591.048179
70.949938,13.573915,6.159849,0.829609,14.821306,5.226933,2.203611,0.289011,121.712854,157.788078,275.890958,2103.594539
106.729892,17.396470,6.762210,0.798850,12.060268,6.135146,2.572601,0.191742,135.485677,26.224954,168.119517,1043.069420
173.675125,24.980037,6.466241,0.638046,22.938915,6.952557,3.863147,0.285896,675.663024,805.463260,1452.122901,17136.193048
83.705953,16.313165,6.196574,0.683461,18.656711,5.131190,2.632610,0.334935,199.129736,285.010113,478.313099,4590.769300
124.066751,16.519574,7.506731,0.819385,19.260012,7.510288,2.200635,0.284009,387.765759,431.871170,805.533907,7981.389080
161.389963,25.106251,8.609402,0.837637,19.500923,6.428278,2.916143,0.252128,689.036250,542.254613,1270.521436,12746.039888
96.738496,21.253248,6.894393,0.810240,22.814458,4.551704,3.082686,0.380990,474.235138,509.598393,989.826193,11617.353502
142.614461,19.805164,7.635552,0.663374,16.681430,7.200872,2.593809,0.229433,305.093757,121.329199,422.667425,3627.188845
215.787584,26.748992,12.681514,0.724449,12.886034,8.067130,2.109290,0.144082,436.124022,54.110083,499.370682,3310.399647
160.025873,32.630815,9.753807,0.668471,23.884384,4.904133,3.345444,0.310115,985.759887,1668.221572,2803.653830,34448.993951
198.639324,33.408205,12.749074,0.797361,15.576809,5.945825,2.620442,0.181530,716.884110,135.955941,845.599975,6776.127292
191.065825,30.786648,9.905039,0.550095,11.018709,6.206126,3.108180,0.130931,222.478046,34.167308,255.412893,1447.810197
174.043524,28.114102,10.242991,0.803842,12.686278,6.190613,2.744716,0.157946,361.099607,52.390732,413.102726,2696.065204
168.664303,22.945161,5.485090,0.753582,14.337678,7.350757,4.183188,0.181330,286.612552,50.727749,344.259000,2539.231197
98.640030,18.014822,6.305404,0.654208,22.435858,5.475493,2.857045,0.371039,332.029136,338.516074,692.974507,7998.306642
171.649442,29.291146,9.248128,0.621695,16.718861,5.860113,3.167251,0.209599,461.053420,141.459743,599.767351,5158.549562
164.453169,27.915681,10.732476,0.845322,20.326785,5.891068,2.601048,0.260346,892.227734,859.041021,1692.934196,17703.000239
166.237357,26.353936,10.167300,0.652554,11.751765,6.307876,2.592029,0.149707,237.877918,34.638016,268.977483,1626.137057
209.457577,30.142268,11.023339,0.641511,21.303555,6.948965,2.734404,0.241773,976.992845,552.098150,1523.435711,16696.072409
228.896048,27.165172,9.882158,0.697133,10.538802,8.426085,2.748911,0.114413,271.485473,32.577255,303.063384,1643.095621
158.301888,29.539981,8.938022,0.618277,13.011568,5.358903,3.304980,0.169860,264.710858,48.783005,314.139162,2102.760606
158.499163,28.877580,7.492530,0.568102,20.718944,5.488658,3.854183,0.270307,540.699936,564.650292,1161.034462,12375.160299
170.157835,31.375496,10.299143,0.638269,22.437868,5.423272,3.046418,0.282527,887.539199,1117.969097,2007.467237,23172.247999
196.177258,24.957530,10.744260,0.807432,22.952947,7.860444,2.322871,0.269164,1169.680166,1118.088155,2280.402220,26927.002859
141.316594,20.493360,9.254671,0.825823,23.423930,6.895726,2.214380,0.323643,783.300161,1180.611679,1947.477180,23467.684624
227.751819,33.446726,10.882645,0.635616,23.368421,6.809390,3.073401,0.254333,1305.745526,985.254180,2321.348041,27906.651278
156.957183,18.198778,5.730160,0.566730,23.635296,8.624600,3.175964,0.309866,467.281081,543.857243,1016.535295,12360.089390
182.600378,28.661874,10.957210,0.632712,19.539680,6.370846,2.615800,0.237504,707.837175,370.124735,1074.042185,10796.348230
186.524801,33.072067,11.963453,0.695042,22.704851,5.639950,2.764425,0.273057,1167.498107,1324.385643,2560.338012,29905.705944
213.074325,25.990260,11.647071,0.817134,23.828631,8.198237,2.231485,0.268125,1448.982169,1354.049588,2763.468388,33875.966642
222.960350,27.110997,7.563494,0.822186,11.263773,8.223982,3.584454,0.123901,318.628047,37.909780,361.302162,2093.594361
159.447398,29.849800,12.226082,0.588361,16.107487,5.341657,2.441485,0.209519,446.844219,137.080271,584.430739,4842.826926
117.935571,24.725889,9.657059,0.837077,15.846862,4.769720,2.560395,0.239676,369.776064,242.100911,601.426989,4903.027107
147.672639,18.586139,6.166440,0.683830,21.603761,7.945310,3.014079,0.292000,459.122215,523.996186,970.000415,10780.512285
184.170752,27.680704,11.884544,0.637043,22.355905,6.653398,2.329135,0.270574,945.513650,890.375176,1858.982759,21379.902584
123.260535,15.524042,4.655627,0.585589,12.406551,7.939977,3.334468,0.183545,96.727850,15.883829,111.007736,708.504186
147.139958,32.502551,11.324291,0.801766,22.008036,4.527028,2.870162,0.298002,996.484830,1753.164408,2681.873395,30363.907832
154.040268,28.150659,8.725961,0.790781,14.374686,5.471995,3.226081,0.190233,378.928408,83.948818,466.400283,3449.016605
147.659408,20.294368,8.702910,0.842873,16.021074,7.275881,2.331906,0.216553,393.748003,123.391998,534.920138,4408.782594
166.521884,26.545438,9.200556,0.567649,11.781985,6.273089,2.885199,0.149964,204.752641,31.487436,232.363782,1408.396786
179.099010,32.201819,8.996574,0.643682,22.225307,5.561767,3.579342,0.272775,879.655944,994.394985,1857.371304,21236.581117
117.622176,21.123964,6.973420,0.680318,22.364838,5.568187,3.029211,0.338707,455.260853,663.527528,1104.230191,12704.672559
112.179020,17.515448,5.700714,0.632051,12.638746,6.404576,3.072501,0.195998,115.467247,24.363708,134.640954,875.425638
227.407352,24.954343,7.470945,0.686924,21.968041,9.112937,3.340186,0.239272,892.456391,440.979695,1326.708138,14993.562606
159.896442,20.879256,9.303669,0.794670,23.177125,7.658148,2.244196,0.301054,833.046639,1109.247092,1954.245738,23301.122934
153.200879,25.998175,7.423243,0.779330,18.855166,5.892755,3.502266,0.250209,552.593402,429.783402,984.413842,9548.742267
171.355836,25.878856,11.365021,0.672652,16.963749,6.621461,2.277062,0.212851,522.335278,155.400384,696.611844,6079.260954
140.801373,23.947649,10.940416,0.748730,12.340439,5.879549,2.188916,0.170817,251.344003,39.628789,275.396321,1748.343799
164.339150,19.778587,8.064992,0.796998,21.509058,8.308943,2.452400,0.275584,675.435472,668.633076,1355.370057,14997.448983
90.716630,16.490705,4.376037,0.612374,14.063056,5.501076,3.768410,0.242516,98.600067,56.626006,163.647526,1183.933362
204.586141,33.954729,11.544860,0.719455,14.306258,6.025262,2.941112,0.164283,547.815005,90.581139,633.061438,4659.185654
178.026616,32.924140,12.041567,0.706670,16.164441,5.407176,2.734207,0.198986,601.521147,157.103197,771.894974,6418.846956
170.511602,29.908047,11.776793,0.782880,17.014009,5.701195,2.539575,0.214010,659.779354,226.651394,907.948161,7947.047574
117.193789,19.536222,5.950237,0.612934,21.834298,5.998795,3.283268,0.331276,353.000626,491.278594,840.852583,9444.896325
140.225723,29.250807,9.949979,0.733869,19.514434,4.793910,2.939786,0.270673,620.774220,728.419665,1382.749847,13881.540819
195.094298,31.982465,9.579887,0.656705,12.626438,6.100039,3.338501,0.148478,340.776620,53.433675,389.883524,2532.525502
110.488156,19.739183,6.781319,0.580122,17.195624,5.597403,2.910817,0.268698,219.126674,199.300635,415.548119,3676.015880
167.990381,22.419236,6.139417,0.651945,20.073052,7.493136,3.651688,0.254375,477.429686,335.697241,819.812447,8465.761469
166.698596,28.334436,11.045827,0.794046,16.711796,5.883251,2.565171,0.212599,598.036819,195.694173,800.075078,6878.471820
120.618176,17.034359,8.175984,0.596511,14.067749,7.080876,2.083463,0.210388,170.028370,42.608680,215.367683,1558.630766
128.398317,24.126915,6.158046,0.586552,21.511776,5.321788,3.917950,0.311817,411.358470,625.810887,1045.674628,11572.067263
144.587206,24.709944,8.700796,0.815195,17.430046,5.851377,2.839964,0.238088,490.240178,288.542105,784.189314,7031.655235
125.332924,22.178847,7.433205,0.589735,16.581412,5.651012,2.983753,0.243272,257.008829,150.638998,402.360485,3432.218528
103.992958,17.830152,5.100585,0.602291,14.949391,5.832421,3.495707,0.240783,136.825117,74.262122,210.292876,1617.283536
149.708991,27.646572,8.755196,0.625243,19.295802,5.415101,3.157733,0.259025,508.943606,437.931907,935.540401,9286.744082
189.315877,22.232058,10.630140,0.688419,14.920677,8.515445,2.091417,0.178114,408.986839,60.885185,462.441581,3549.633502
221.780289,24.056843,8.415294,0.649841,20.555721,9.219010,2.858705,0.226712,756.291375,270.751890,1033.832855,10932.541665
105.725333,22.963189,10.005535,0.555182,15.448670,4.604122,2.295049,0.246777,220.637746,144.390686,359.672865,2858.491248
149.978746,23.401151,6.852164,0.744393,15.883740,6.409033,3.415147,0.213030,340.139192,107.910518,451.498132,3689.324329
206.768406,30.426347,9.816348,0.559863,19.759406,6.795703,3.099559,0.225702,715.015478,288.168643,990.307631,10066.584100
154.023019,29.858125,9.954209,0.579088,19.578320,5.158496,2.999548,0.259111,557.540619,481.720187,1040.291829,10477.766392
198.106370,29.079125,10.088227,0.580043,23.749019,6.812666,2.882481,0.277141,989.888178,1018.230114,1998.916938,24421.848229
152.127050,22.224183,6.215250,0.717249,21.204233,6.845113,3.575751,0.282373,531.947304,626.013577,1182.567640,12899.909253
134.015022,27.807825,10.454989,0.701570,20.413643,4.819328,2.659766,0.289633,618.538387,883.607858,1531.669699,16085.099304
124.661357,23.966523,7.428583,0.570332,14.404466,5.201479,3.226258,0.211902,199.623526,64.229644,258.155848,1913.009941
162.778367,27.452818,8.776579,0.733556,15.504216,5.929386,3.127963,0.199597,418.594523,105.450383,530.440676,4230.821741
199.836224,21.639828,9.100150,0.756144,16.804258,9.234650,2.377964,0.195248,531.286517,97.933678,616.648944,5330.837536
133.192839,17.597525,7.728417,0.610713,10.797280,7.568839,2.276990,0.153666,112.954034,14.594652,126.894185,704.845900
132.893654,19.126701,6.506718,0.741633,13.185548,6.948070,2.939531,0.187867,186.544795,33.822586,218.741904,1483.775820
171.442091,18.852973,7.147172,0.688662,15.925823,9.093637,2.637823,0.199778,319.705116,63.310926,372.272911,3050.011241
65.396689,12.014727,5.161628,0.564895,20.143315,5.443044,2.327701,0.409126,124.983869,62.030839,188.942492,1957.936920
181.331243,27.158371,8.944948,0.803138,15.462597,6.676809,3.036169,0.188603,502.007761,99.391027,614.088370,4884.852148
209.607556,33.855477,10.137595,0.610865,22.519229,6.191245,3.339596,0.255478,1069.033328,853.275948,1885.709499,21845.722329
72.582774,15.839684,5.864990,0.728635,20.332276,4.582337,2.700718,0.391988,210.471421,166.692914,364.642952,3814.098745
178.644366,20.946069,7.820080,0.562230,10.109215,8.528778,2.678498,0.124230,132.353627,16.318319,146.900425,763.974050
108.660072,19.430081,7.956653,0.602420,12.890818,5.592363,2.441992,0.203118,139.343054,34.497009,171.613520,1138.072887
190.067279,22.870807,11.371697,0.605059,10.416879,8.310475,2.011204,0.124105,199.021071,23.929443,221.955348,1189.436754
127.834689,15.815071,5.141964,0.612204,21.755088,8.083093,3.075687,0.316039,313.742926,377.307849,684.137504,7656.712631
214.168636,27.794291,12.663171,0.809349,22.235245,7.705490,2.194892,0.249556,1365.105058,925.615447,2342.260557,26792.622900
226.567977,26.661795,7.562379,0.842585,18.030515,8.497852,3.525583,0.196749,794.981999,169.721822,912.383103,8462.983000
115.490591,20.026477,9.410951,0.778810,16.118420,5.766895,2.127997,0.246350,306.786453,198.739085,488.004266,4046.543416
176.376424,28.799898,12.124609,0.773895,13.467865,6.124203,2.375326,0.166564,429.869737,66.614049,501.087371,3471.764928
166.421970,24.440921,11.901998,0.762538,23.822075,6.809153,2.053514,0.303304,1069.946880,1500.797974,2601.644662,31883.476976
116.397223,22.425638,9.348928,0.576807,14.039309,5.190364,2.398739,0.213736,196.078334,62.352523,252.618522,1824.521729
211.507924,27.510099,7.546062,0.736481,23.117532,7.688374,3.645623,0.261085,1053.623655,909.786506,1928.676908,22937.128474
99.896629,21.022981,5.612099,0.674549,17.394956,4.751782,3.746010,0.285859,223.542652,300.598890,529.104700,4734.815381
111.635615,14.884758,5.321224,0.655584,19.963190,7.499995,2.797243,0.310336,247.353947,302.261060,544.100962,5587.886056
92.285066,17.805493,8.037041,0.763241,10.498759,5.182955,2.215429,0.179505,96.871029,16.487289,113.326065,612.076728
200.705832,28.577945,12.135298,0.747229,15.507595,7.023102,2.354944,0.179791,603.620340,102.486176,703.229915,5610.219935
88.956438,14.415450,7.090749,0.693443,15.760850,6.170909,2.032994,0.274470,155.600234,144.686121,294.754624,2389.892497
160.594690,26.318853,10.895591,0.612351,10.095062,6.101888,2.415551,0.130842,170.787344,24.133186,187.988226,976.287555
207.987519,32.573235,10.976659,0.739933,16.604653,6.385227,2.967500,0.189110,721.371825,151.746895,863.911328,7379.672475
